/* DATA DESCRIPTION:
Citation:	Priestley, Keith; McKenzie, Dan (2015): Lithospheric thickness of Pangea. PANGAEA, https://doi.org/10.1594/PANGAEA.847325, 
	Supplement to: Priestley, K; McKenzie, D (2013): The relationship between shear wave velocity, temperature, attenuation and viscosity in the shallow part of the mantle. Earth and Planetary Science Letters, 381, 78-91, https://doi.org/10.1016/j.epsl.2013.08.022
Abstract:	Surface wave tomography, using the fundamental Rayleigh wave velocities and those of higher modes between 1 and 4 and periods between 50 and 160 s, is used to image structures with a horizontal resolution of ~250 km and a vertical resolution of ~50 km to depths of ~300 km in the mantle. A new model, PM_v2_2012, obtained from 3×10**6 seismograms, agrees well with earlier lower resolution models. It is combined with temperature estimates from oceanic plate models and with pressure and temperature estimates from the mineral compositions of garnet peridotite nodules to generate a number of estimates of SV(P,T) based on geophysical and petrological observations alone. These are then used to estimate the unrelaxed shear modulus and its derivatives with respect to pressure and temperature, which agree reasonably with values from laboratory experiments. At high temperatures relaxation occurs, causing the shear wave velocity to depend on frequency. This behaviour is parameterised using a viscosity to obtain a Maxwell relaxation time. The relaxation behaviour is described using a dimensionless frequency, which depends on an activation energy E and volume Va. The values of E and Va obtained from the geophysical models agree with those from laboratory experiments on high temperature creep. The resulting expressions are then used to determine the lithospheric thickness from the shear wave velocity variations. The resolution is improved by about a factor of two with respect to earlier models, and clearly resolves the thick lithosphere beneath active intracontinental belts that are now being shortened. The same expressions allow the three dimensional variations of the shear wave attenuation and viscosity to be estimated.
Related to:	McKenzie, Dan; Daly, Mike; Priestley, Keith (2015): The lithospheric structure of Pangea. http://issues.pangaea.de/browse/PDI-10217, Geology, https://doi.org/10.1130/G36819.1
Coverage:	MEDIAN LATITUDE: -10.416610 * MEDIAN LONGITUDE: -2.007162 * SOUTH-BOUND LATITUDE: -89.136000 * WEST-BOUND LONGITUDE: -178.617000 * NORTH-BOUND LATITUDE: 89.506000 * EAST-BOUND LONGITUDE: 175.757000
Parameter(s):	LATITUDE (Latitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	LONGITUDE (Longitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	Thickness [km] (Thick) * PI: McKenzie, Dan (mckenzie@madingley.org) * COMMENT: of lithosphere
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	5864 data points
*/
Latitude	Longitude	Thick [km]
-71.746	18.040	207
-71.565	18.849	202
-71.388	19.663	203
-71.218	20.481	203
-71.052	21.303	203
-70.893	22.128	202
-70.739	22.957	202
-70.591	23.789	201
-70.448	24.624	200
-70.311	25.462	206
-70.180	26.303	204
-70.055	27.146	202
-69.936	27.992	200
-69.823	28.840	198
-69.716	29.690	196
-69.615	30.542	194
-69.520	31.396	193
-69.432	32.252	192
-69.349	33.109	192
-69.273	33.968	192
-69.203	34.828	192
-69.139	35.689	193
-69.081	36.552	193
-69.030	37.415	195
-68.985	38.279	196
-68.946	39.144	197
-68.913	40.010	199
-68.887	40.876	201
-68.868	41.742	203
-68.854	42.609	205
-68.847	43.476	206
-68.847	44.343	206
-68.853	45.210	206
-68.865	46.077	206
-68.883	46.943	206
-68.908	47.809	205
-68.939	48.675	205
-68.977	49.540	204
-69.021	50.404	203
-69.071	51.268	203
-69.127	52.130	201
-69.190	52.992	201
-69.259	53.852	201
-69.334	54.711	201
-69.416	55.569	202
-69.503	56.425	202
-69.597	57.279	203
-69.697	58.131	204
-69.803	58.982	206
-69.915	59.830	199
-70.033	60.677	200
-70.156	61.520	201
-70.286	62.362	202
-70.422	63.200	203
-70.563	64.036	204
-70.710	64.869	204
-70.863	65.698	204
-71.022	66.524	203
-71.186	67.346	202
-71.356	68.165	208
-71.531	68.980	203
-71.711	69.790	196
-71.897	70.596	190
-72.089	71.397	182
-72.285	72.193	167
-72.487	72.984	138
-72.693	73.769	130
-72.905	74.548	114
-73.121	75.321	110
-73.343	76.087	107
-73.569	76.847	105
-73.799	77.599	103
-74.035	78.343	100
-74.275	79.079	98
-74.519	79.806	96
-74.767	80.523	94
-75.020	81.231	94
-75.277	81.928	94
-74.364	88.858	94
-74.664	89.745	94
-74.968	90.626	94
-75.276	91.502	94
-75.589	92.372	94
-75.905	93.235	94
-76.226	94.092	94
-76.551	94.942	94
-76.880	95.784	94
-77.213	96.617	94
-77.550	97.441	94
-77.890	98.256	94
-78.233	99.059	94
-78.580	99.851	94
-78.930	100.629	94
-79.283	101.394	94
-79.640	102.142	94
-79.999	102.873	94
-80.360	103.584	94
-80.725	104.272	94
-81.092	104.936	94
-81.461	105.572	94
-81.832	106.176	94
-82.206	106.743	94
-82.581	107.268	94
-82.958	107.743	94
-83.336	108.160	94
-83.716	108.508	94
-84.096	108.775	94
-84.478	108.942	94
-84.859	108.989	94
-85.241	108.885	94
-85.622	108.593	94
-86.001	108.057	94
-86.379	107.205	94
-86.752	105.929	94
-87.121	104.070	94
-87.481	101.389	95
-87.828	97.512	96
-88.155	91.856	97
-88.447	83.536	98
-88.681	71.449	98
-88.822	55.089	99
-88.835	36.353	100
-88.716	19.301	101
-88.497	6.403	102
-88.213	-2.542	103
-87.892	-8.623	103
-87.548	-12.782	104
-87.190	-15.655	105
-86.822	-17.647	106
-86.449	-19.019	106
-86.072	-19.942	107
-85.693	-20.530	107
-85.313	-20.864	108
-84.931	-21.000	108
-84.549	-20.979	108
-84.168	-20.832	108
-83.787	-20.583	108
-83.408	-20.249	108
-83.029	-19.844	107
-82.652	-19.379	107
-82.276	-18.863	108
-81.903	-18.304	108
-81.531	-17.707	108
-81.161	-17.076	108
-80.794	-16.417	109
-80.429	-15.733	109
-80.067	-15.026	110
-79.707	-14.299	111
-79.350	-13.554	112
-78.996	-12.792	113
-78.646	-12.016	114
-78.298	-11.227	114
-77.954	-10.426	115
-77.613	-9.613	116
-77.276	-8.791	117
-76.943	-7.959	118
-76.613	-7.119	119
-76.287	-6.271	121
-75.966	-5.415	123
-75.648	-4.553	125
-75.334	-3.684	127
-75.025	-2.809	129
-74.721	-1.929	130
-74.420	-1.043	132
-74.125	-0.153	133
-73.834	0.742	135
-73.548	1.641	137
-73.267	2.545	139
-72.990	3.452	142
-72.719	4.363	149
-72.453	5.277	157
-72.193	6.195	161
-71.937	7.116	167
-71.687	8.040	183
-71.443	8.966	188
-71.204	9.896	190
-70.971	10.827	193
-70.743	11.762	197
-70.522	12.699	202
-70.306	13.638	204
-70.096	14.579	206
-69.892	15.522	199
-69.695	16.467	200
-69.503	17.414	201
-69.318	18.362	201
-69.139	19.313	201
-68.966	20.265	200
-68.800	21.218	200
-68.640	22.173	199
-68.487	23.129	206
-68.340	24.087	204
-68.200	25.046	202
-68.067	26.006	199
-67.940	26.967	197
-67.821	27.929	195
-67.707	28.892	194
-67.601	29.856	192
-67.502	30.821	191
-67.409	31.787	190
-67.324	32.753	190
-67.245	33.720	190
-67.174	34.688	191
-67.109	35.656	191
-67.052	36.625	192
-67.001	37.594	193
-66.958	38.563	194
-66.921	39.533	195
-66.892	40.503	196
-66.870	41.473	197
-66.855	42.444	198
-66.847	43.414	199
-66.847	44.385	199
-66.853	45.355	199
-66.867	46.326	198
-66.888	47.296	197
-66.915	48.266	196
-66.950	49.236	195
-66.992	50.206	194
-67.042	51.175	193
-67.098	52.144	192
-67.161	53.112	191
-67.231	54.080	190
-67.308	55.047	189
-67.393	56.013	189
-67.484	56.979	190
-67.582	57.944	191
-67.687	58.908	192
-67.799	59.872	194
-67.917	60.834	196
-68.043	61.795	200
-68.175	62.755	202
-68.314	63.714	206
-68.459	64.672	201
-68.611	65.629	204
-68.770	66.584	206
-68.934	67.538	208
-69.106	68.490	210
-69.284	69.441	211
-69.468	70.390	211
-69.658	71.337	210
-69.855	72.282	207
-70.057	73.226	209
-70.266	74.167	199
-70.481	75.107	188
-70.701	76.044	168
-70.927	76.979	147
-71.160	77.911	133
-71.397	78.841	116
-71.641	79.768	110
-71.890	80.692	105
-72.144	81.614	101
-72.404	82.532	96
-72.669	83.447	94
-72.939	84.359	94
-73.214	85.267	94
-73.494	86.171	94
-73.780	87.071	94
-74.070	87.967	94
-73.039	94.201	94
-73.365	95.274	94
-73.696	96.349	94
-74.032	97.426	95
-74.372	98.506	97
-74.718	99.589	100
-75.067	100.675	100
-75.421	101.765	100
-75.780	102.859	99
-76.142	103.957	99
-76.509	105.061	98
-78.786	111.825	94
-79.178	112.985	94
-79.572	114.157	94
-79.970	115.343	94
-80.370	116.545	94
-80.773	117.766	94
-81.179	119.008	94
-81.587	120.275	94
-81.997	121.570	94
-82.409	122.898	94
-82.823	124.266	94
-83.239	125.682	94
-83.656	127.154	94
-84.075	128.695	94
-84.495	130.321	94
-84.915	132.054	94
-85.336	133.923	94
-85.757	135.968	94
-86.178	138.248	94
-86.597	140.849	94
-87.014	143.905	94
-87.426	147.629	94
-87.831	152.390	94
-88.222	158.850	94
-88.589	168.276	94
-88.906	-176.937	94
-89.115	-153.592	94
-89.136	-123.817	94
-88.956	-98.748	94
-88.654	-82.573	94
-88.294	-72.363	94
-87.906	-65.467	96
-87.503	-60.450	97
-87.092	-56.565	99
-86.676	-53.403	101
-86.257	-50.728	103
-85.837	-48.396	104
-85.416	-46.311	106
-84.995	-44.413	107
-84.574	-42.657	108
-84.154	-41.012	109
-83.735	-39.456	109
-83.318	-37.972	109
-82.901	-36.547	109
-82.487	-35.171	109
-82.074	-33.835	109
-81.664	-32.534	108
-81.255	-31.263	108
-80.849	-30.016	108
-80.446	-28.792	108
-80.045	-27.586	108
-79.647	-26.397	108
-79.252	-25.222	109
-78.860	-24.060	109
-78.471	-22.910	110
-78.085	-21.769	111
-77.703	-20.638	112
-77.324	-19.514	113
-76.949	-18.398	114
-76.578	-17.287	115
-76.211	-16.183	116
-75.848	-15.083	118
-75.488	-13.989	120
-75.134	-12.898	123
-74.783	-11.811	126
-74.437	-10.728	129
-74.096	-9.647	132
-73.759	-8.570	133
-73.427	-7.494	135
-73.100	-6.421	137
-72.778	-5.350	139
-72.461	-4.281	143
-72.150	-3.213	148
-71.843	-2.147	155
-71.542	-1.082	160
-71.247	-0.019	165
-70.957	1.044	170
-70.673	2.106	176
-70.395	3.167	185
-70.123	4.227	185
-69.856	5.287	187
-69.596	6.346	188
-69.342	7.404	190
-69.094	8.463	192
-68.853	9.520	193
-68.618	10.578	197
-68.389	11.635	199
-68.167	12.693	201
-67.952	13.750	203
-67.743	14.807	204
-67.541	15.864	204
-67.346	16.920	205
-67.158	17.977	204
-66.977	19.034	203
-66.802	20.091	201
-66.635	21.148	200
-66.476	22.205	198
-66.323	23.262	195
-66.177	24.319	193
-66.039	25.376	191
-65.909	26.433	190
-65.785	27.491	188
-65.669	28.548	187
-65.561	29.606	186
-65.460	30.664	184
-65.367	31.721	183
-65.281	32.779	182
-65.203	33.837	182
-65.133	34.895	182
-65.070	35.953	183
-65.015	37.012	184
-64.968	38.070	183
-64.928	39.128	184
-64.896	40.187	185
-64.872	41.245	186
-64.856	42.304	186
-64.848	43.362	186
-64.847	44.421	186
-64.854	45.479	186
-64.869	46.537	186
-64.891	47.596	185
-64.922	48.654	184
-64.960	49.713	184
-65.006	50.771	184
-65.059	51.829	183
-65.120	52.887	182
-65.189	53.945	182
-65.266	55.003	181
-65.350	56.061	182
-65.442	57.119	182
-65.542	58.177	183
-65.648	59.234	182
-65.763	60.292	183
-65.885	61.349	184
-66.014	62.407	186
-66.151	63.464	188
-66.295	64.521	191
-66.446	65.578	196
-66.605	66.635	201
-66.770	67.692	206
-66.943	68.749	203
-67.123	69.806	206
-67.310	70.862	209
-67.504	71.919	211
-67.704	72.976	212
-67.912	74.033	212
-68.126	75.090	210
-68.347	76.147	206
-68.574	77.205	201
-68.808	78.262	187
-69.048	79.320	174
-69.295	80.378	153
-69.548	81.437	134
-69.807	82.496	117
-70.072	83.555	108
-70.343	84.615	101
-70.620	85.676	94
-70.903	86.738	94
-71.192	87.800	94
-71.486	88.864	94
-71.786	89.929	94
-72.091	90.994	94
-72.402	92.062	94
-72.718	93.131	94
-71.595	98.761	94
-71.941	99.990	94
-72.293	101.227	96
-72.649	102.473	101
-73.011	103.729	103
-73.377	104.994	104
-79.739	127.906	94
-80.158	129.645	94
-80.578	131.451	94
-80.999	133.334	94
-81.420	135.305	94
-81.841	137.377	94
-82.261	139.568	95
-82.679	141.897	96
-83.094	144.389	96
-83.507	147.074	97
-83.914	149.988	98
-84.316	153.178	98
-84.709	156.700	99
-85.092	160.625	99
-85.461	165.038	99
-85.812	170.042	99
-86.139	175.757	99
-86.437	-177.694	98
-86.696	-170.202	97
-86.907	-161.715	95
-87.058	-152.297	94
-87.140	-142.185	94
-87.147	-131.784	94
-87.079	-121.583	94
-86.940	-112.011	94
-86.740	-103.339	94
-86.489	-95.660	94
-86.198	-88.941	94
-85.875	-83.079	94
-85.528	-77.950	94
-85.162	-73.433	94
-84.782	-69.424	95
-84.390	-65.832	98
-83.990	-62.584	101
-83.584	-59.622	103
-83.172	-56.897	104
-82.757	-54.371	106
-82.340	-52.014	106
-81.920	-49.798	107
-81.499	-47.705	107
-81.078	-45.716	107
-80.657	-43.818	106
-80.237	-41.998	106
-79.818	-40.247	106
-79.399	-38.556	106
-78.983	-36.918	106
-78.568	-35.327	107
-78.155	-33.778	107
-77.745	-32.266	108
-77.337	-30.787	109
-76.932	-29.339	110
-76.530	-27.917	111
-76.132	-26.519	112
-75.737	-25.144	113
-75.345	-23.788	114
-74.957	-22.451	115
-74.573	-21.130	116
-74.193	-19.824	118
-73.817	-18.532	121
-73.446	-17.252	128
-73.079	-15.984	131
-72.717	-14.727	134
-72.360	-13.479	136
-72.007	-12.240	140
-71.660	-11.010	144
-71.317	-9.787	151
-70.980	-8.571	158
-70.649	-7.361	162
-70.323	-6.158	171
-70.002	-4.960	176
-69.687	-3.767	178
-69.379	-2.579	180
-69.076	-1.395	181
-68.779	-0.215	181
-68.489	0.961	181
-68.205	2.133	180
-67.927	3.303	179
-67.656	4.469	179
-67.391	5.633	180
-67.133	6.794	178
-66.882	7.952	179
-66.638	9.109	181
-66.400	10.264	183
-66.170	11.416	185
-65.947	12.567	186
-65.731	13.717	187
-65.522	14.864	188
-65.321	16.011	188
-65.127	17.156	188
-64.941	18.300	187
-64.762	19.444	186
-64.591	20.586	185
-64.428	21.727	185
-64.272	22.867	183
-64.124	24.007	180
-63.984	25.146	173
-63.852	26.285	169
-63.728	27.422	167
-63.612	28.560	165
-63.504	29.697	164
-63.404	30.833	163
-63.312	31.969	162
-63.229	33.105	163
-63.153	34.240	165
-63.086	35.375	167
-63.027	36.510	169
-62.977	37.645	172
-62.934	38.780	175
-62.900	39.914	177
-62.874	41.048	180
-62.857	42.183	179
-62.848	43.317	180
-62.847	44.451	181
-62.854	45.585	181
-62.870	46.720	182
-62.895	47.854	176
-62.927	48.989	173
-62.968	50.123	170
-63.017	51.258	168
-63.074	52.393	166
-63.140	53.528	164
-63.214	54.663	164
-63.296	55.799	164
-63.386	56.935	164
-63.485	58.071	164
-63.591	59.208	167
-63.706	60.345	173
-63.828	61.483	176
-63.959	62.621	178
-64.097	63.760	178
-64.244	64.900	181
-64.398	66.040	184
-64.560	67.181	187
-64.729	68.323	192
-64.907	69.466	198
-65.092	70.610	204
-65.284	71.755	203
-65.484	72.901	207
-65.691	74.049	210
-65.906	75.198	212
-66.127	76.349	211
-66.356	77.501	209
-66.592	78.655	209
-66.835	79.811	196
-67.085	80.970	185
-67.342	82.130	171
-67.605	83.294	155
-67.875	84.459	135
-68.152	85.628	117
-68.435	86.800	108
-68.724	87.975	99
-69.020	89.154	94
-69.321	90.337	94
-69.629	91.525	94
-69.942	92.717	94
-70.262	93.914	94
-70.587	95.116	94
-70.917	96.324	94
-71.253	97.539	94
-82.198	-71.349	94
-81.813	-68.186	95
-81.419	-65.221	98
-81.018	-62.432	100
-80.611	-59.798	102
-80.200	-57.302	103
-79.786	-54.928	103
-79.369	-52.663	103
-78.950	-50.494	103
-78.529	-48.412	104
-78.108	-46.407	104
-77.687	-44.471	105
-77.267	-42.598	106
-70.856	-17.664	135
-70.488	-16.292	138
-70.125	-14.932	143
-69.767	-13.584	150
-69.414	-12.246	156
-69.067	-10.919	159
-68.725	-9.601	161
-68.389	-8.292	161
-68.059	-6.991	161
-67.735	-5.698	159
-67.417	-4.411	157
-67.105	-3.132	152
-66.800	-1.858	147
-66.501	-0.590	144
-66.209	0.673	141
-65.923	1.931	139
-65.645	3.184	139
-65.373	4.433	140
-65.108	5.678	141
-64.851	6.920	144
-64.601	8.157	149
-64.358	9.392	154
-64.123	10.624	157
-63.895	11.853	160
-63.675	13.079	160
-63.462	14.303	161
-63.258	15.524	161
-63.061	16.744	162
-62.872	17.961	162
-62.691	19.177	163
-62.519	20.391	163
-62.354	21.604	162
-62.198	22.815	162
-62.050	24.025	161
-61.910	25.234	161
-61.779	26.441	160
-61.656	27.648	159
-61.542	28.854	158
-61.437	30.059	157
-61.339	31.263	157
-61.251	32.466	158
-61.171	33.669	159
-61.100	34.871	161
-61.038	36.073	163
-60.984	37.274	165
-60.939	38.475	168
-60.903	39.676	172
-60.876	40.877	174
-60.857	42.077	176
-60.848	43.278	178
-60.847	44.478	179
-60.855	45.678	179
-60.872	46.879	178
-60.897	48.079	177
-60.932	49.280	169
-60.975	50.481	165
-61.027	51.683	162
-61.088	52.884	159
-61.157	54.087	156
-61.235	55.289	155
-61.322	56.493	153
-61.418	57.696	155
-61.522	58.901	156
-61.634	60.107	157
-61.755	61.313	161
-61.885	62.521	163
-62.023	63.729	166
-62.169	64.939	171
-62.324	66.150	175
-62.487	67.362	176
-62.658	68.576	181
-62.837	69.791	186
-63.025	71.009	191
-63.220	72.228	198
-63.423	73.449	205
-63.634	74.672	205
-63.853	75.898	208
-64.079	77.126	210
-64.313	78.358	209
-64.554	79.592	210
-64.803	80.829	202
-65.059	82.070	190
-65.323	83.314	181
-65.593	84.562	167
-65.870	85.815	153
-66.154	87.072	136
-66.445	88.333	118
-66.743	89.601	108
-67.047	90.873	98
-67.358	92.152	94
-67.675	93.437	94
-67.998	94.729	94
-68.327	96.028	94
-68.661	97.336	94
-69.002	98.652	94
-69.348	99.978	94
-80.231	-76.069	94
-79.861	-72.969	94
-79.481	-70.020	94
-79.093	-67.209	94
-78.696	-64.525	97
-78.294	-61.957	99
-67.067	-12.577	131
-66.719	-11.175	130
-66.376	-9.784	128
-66.040	-8.403	125
-65.709	-7.030	122
-65.385	-5.666	120
-65.067	-4.309	118
-64.756	-2.960	117
-64.452	-1.618	116
-64.154	-0.282	114
-63.864	1.048	114
-63.581	2.372	113
-63.305	3.691	114
-63.036	5.005	115
-62.775	6.315	117
-62.521	7.620	121
-62.276	8.921	125
-62.038	10.219	129
-61.807	11.513	131
-61.585	12.804	134
-61.371	14.092	136
-61.166	15.377	139
-60.968	16.659	144
-60.779	17.939	151
-60.598	19.217	155
-60.426	20.493	158
-60.263	21.767	160
-60.108	23.039	161
-59.961	24.309	160
-59.824	25.578	160
-59.695	26.845	159
-59.576	28.111	159
-59.465	29.376	158
-59.363	30.640	158
-59.271	31.903	158
-59.187	33.165	158
-59.112	34.427	158
-59.047	35.687	159
-58.991	36.948	159
-58.944	38.207	160
-58.906	39.467	161
-58.877	40.726	162
-58.858	41.984	163
-58.848	43.243	164
-58.847	44.502	164
-58.855	45.760	165
-58.873	47.019	165
-58.900	48.278	164
-58.936	49.537	162
-58.981	50.797	161
-59.036	52.057	155
-59.099	53.318	150
-59.172	54.579	145
-59.254	55.841	142
-59.345	57.104	140
-59.445	58.368	139
-59.554	59.632	140
-59.672	60.898	142
-59.799	62.165	145
-59.935	63.434	150
-60.079	64.704	154
-60.233	65.976	158
-60.395	67.249	162
-60.565	68.524	169
-60.744	69.802	175
-60.932	71.081	176
-61.128	72.363	182
-61.332	73.648	187
-61.544	74.935	191
-61.765	76.226	197
-61.994	77.519	201
-62.230	78.816	203
-62.474	80.117	201
-62.727	81.421	196
-62.986	82.730	183
-63.254	84.043	173
-63.528	85.361	165
-63.810	86.685	156
-64.099	88.013	142
-64.395	89.348	132
-64.698	90.689	116
-65.008	92.037	107
-65.325	93.392	96
-65.647	94.754	94
-65.977	96.125	94
-59.258	14.165	131
-59.053	15.505	136
-58.857	16.841	140
-58.669	18.175	147
-58.490	19.506	153
-58.320	20.835	157
-58.159	22.162	160
-58.007	23.487	161
-57.864	24.810	162
-57.730	26.131	162
-57.606	27.451	163
-57.490	28.769	162
-57.384	30.086	160
-57.288	31.402	158
-57.201	32.717	155
-57.123	34.031	151
-57.055	35.344	148
-56.997	36.656	147
-56.948	37.968	145
-56.908	39.280	144
-56.879	40.591	145
-56.858	41.902	146
-56.848	43.212	146
-56.847	44.523	148
-56.856	45.833	150
-56.874	47.144	152
-56.902	48.455	153
-56.940	49.767	152
-56.987	51.078	151
-57.044	52.391	149
-57.110	53.704	145
-57.186	55.017	140
-57.271	56.332	137
-57.366	57.648	134
-57.470	58.965	130
-57.583	60.283	127
-57.706	61.602	125
-57.838	62.923	126
-57.979	64.246	129
-58.129	65.570	134
-58.289	66.897	138
-58.457	68.225	145
-58.634	69.556	151
-58.821	70.889	156
-59.015	72.225	160
-59.219	73.564	163
-59.431	74.906	166
-59.652	76.251	165
-59.880	77.600	165
-60.118	78.953	167
-60.363	80.309	165
-60.616	81.671	164
-60.878	83.036	160
-61.147	84.407	154
-61.424	85.783	144
-61.708	87.165	139
-62.000	88.552	135
-55.198	55.411	133
-55.286	56.773	128
-55.384	58.136	119
-55.609	60.866	109
-55.736	62.233	107
-55.873	63.602	106
-56.019	64.973	107
-56.339	67.721	112
-56.513	69.099	115
-56.696	70.479	120
-56.889	71.862	124
-57.090	73.248	127
-57.300	74.637	129
-57.519	76.030	129
-57.747	77.426	130
-57.983	78.827	131
-58.228	80.231	132
-58.481	81.640	132
-55.157	74.170	105
-55.373	75.604	104
-59.736	11.192	126
-55.312	10.548	132
-56.994	12.408	141
-58.640	14.459	139
-54.255	13.492	149
-55.881	15.414	148
-53.130	16.285	154
-54.699	18.247	150
-35.154	5.570	94
-50.389	17.100	149
-51.942	18.931	147
-53.454	20.916	147
-49.200	19.591	148
-50.699	21.438	143
-52.154	23.430	134
-53.560	25.578	153
-47.960	21.964	168
-49.404	23.813	159
-50.803	25.798	136
-52.150	27.929	141
-53.441	30.215	169
-43.769	20.890	133
-45.241	22.501	170
-46.674	24.223	178
-48.064	26.064	179
-49.407	28.031	165
-50.697	30.133	167
-51.930	32.377	181
-53.100	34.769	176
-54.199	37.315	155
-42.543	23.056	130
-43.964	24.663	165
-45.345	26.375	177
-46.682	28.198	184
-47.970	30.139	191
-49.205	32.203	197
-50.382	34.396	198
-51.496	36.723	188
-52.540	39.187	172
-53.510	41.789	154
-54.398	44.530	151
-39.869	23.636	127
-41.278	25.138	136
-42.648	26.734	165
-43.978	28.428	182
-45.262	30.225	198
-46.497	32.131	200
-47.678	34.150	199
-48.801	36.287	195
-49.861	38.543	201
-50.853	40.921	187
-51.772	43.421	158
-38.618	25.650	171
-39.977	27.140	163
-41.297	28.717	180
-42.575	30.386	200
-43.808	32.152	204
-44.991	34.017	210
-46.120	35.986	205
-47.192	38.061	206
-37.333	27.594	164
-38.643	29.065	164
-39.913	30.619	185
-41.141	32.258	206
-42.323	33.986	203
-43.455	35.806	203
-37.278	30.920	186
-38.499	32.444	164
-39.678	34.049	191
-66.140	-53.610	125
-67.503	-51.125	137
-68.843	-48.410	144
-70.155	-45.425	145
-71.432	-42.119	142
-64.940	-49.743	127
-66.268	-47.116	143
-67.567	-44.261	154
-68.831	-41.143	149
-70.054	-37.720	139
-71.227	-33.946	124
-62.331	-48.754	124
-63.649	-46.220	135
-64.939	-43.495	157
-66.195	-40.551	168
-67.412	-37.359	160
-68.582	-33.886	146
-69.695	-30.097	133
-70.744	-25.956	123
-60.996	-45.616	130
-62.280	-43.013	139
-63.531	-40.226	166
-64.744	-37.233	177
-65.914	-34.011	173
-67.032	-30.534	166
-68.091	-26.778	156
-69.081	-22.717	143
-58.314	-45.226	117
-59.594	-42.736	127
-60.843	-40.090	139
-62.056	-37.271	162
-63.227	-34.261	179
-64.352	-31.041	184
-65.421	-27.592	185
-66.429	-23.898	180
-67.366	-19.941	166
-68.222	-15.712	139
-56.886	-42.613	112
-58.134	-40.092	118
-59.348	-37.425	138
-60.523	-34.595	158
-61.654	-31.590	172
-62.735	-28.395	185
-63.760	-24.996	200
-64.721	-21.381	202
-65.609	-17.542	182
-66.418	-13.472	141
-67.137	-9.172	127
-55.407	-40.195	118
-56.623	-37.660	121
-57.803	-34.987	143
-58.942	-32.165	163
-60.034	-29.182	165
-61.075	-26.027	180
-62.057	-22.692	189
-62.975	-19.167	194
-63.820	-15.449	180
-64.586	-11.535	138
-52.665	-40.372	150
-53.884	-37.954	149
-55.069	-35.418	147
-56.216	-32.752	164
-57.319	-29.950	174
-58.375	-27.001	167
-59.377	-23.898	162
-60.320	-20.634	177
-61.198	-17.205	176
-62.004	-13.607	158
-62.732	-9.843	134
-63.375	-5.918	122
-51.132	-38.290	153
-52.322	-35.873	160
-53.477	-33.345	167
-54.591	-30.697	172
-55.661	-27.924	176
-56.681	-25.018	179
-57.648	-21.974	164
-58.554	-18.786	164
-59.396	-15.453	161
-60.166	-11.974	147
-60.860	-8.353	134
-61.471	-4.594	130
-61.993	-0.708	137
-49.564	-36.343	139
-50.726	-33.935	147
-51.851	-31.423	156
-52.934	-28.802	171
-53.972	-26.065	171
-54.959	-23.207	173
-55.892	-20.225	175
-56.765	-17.117	164
-57.573	-13.880	163
-58.311	-10.515	162
-58.973	-7.028	148
-59.555	-3.423	138
-60.052	0.289	140
-60.459	4.096	137
-47.966	-34.519	119
-49.100	-32.126	124
-50.196	-29.637	134
-51.250	-27.047	150
-52.256	-24.351	171
-53.212	-21.546	173
-54.113	-18.630	173
-54.955	-15.600	165
-55.732	-12.457	158
-56.440	-9.202	170
-57.075	-5.841	167
-57.631	-2.378	152
-58.105	1.176	139
-58.492	4.811	133
-47.448	-30.433	116
-48.516	-27.971	126
-49.541	-25.417	145
-50.518	-22.766	173
-51.444	-20.016	176
-52.315	-17.166	176
-53.128	-14.214	163
-53.876	-11.163	147
-54.557	-8.013	163
-55.166	-4.770	175
-55.699	-1.439	158
-56.152	1.971	136
-56.522	5.449	119
-45.772	-28.843	131
-46.813	-26.413	136
-47.810	-23.898	159
-48.759	-21.294	176
-49.658	-18.601	179
-50.501	-15.817	178
-51.286	-12.943	162
-52.008	-9.979	147
-52.663	-6.929	158
-53.248	-3.797	171
-53.760	-0.589	157
-54.194	2.688	132
-54.549	6.025	115
-43.020	-29.666	144
-44.076	-27.347	149
-45.091	-24.951	155
-46.061	-22.477	177
-46.984	-19.922	184
-47.855	-17.286	184
-48.672	-14.568	182
-49.431	-11.769	163
-50.128	-8.890	153
-50.760	-5.935	160
-51.324	-2.908	168
-51.815	0.187	153
-52.233	3.341	120
-52.573	6.547	112
-41.330	-28.223	162
-42.361	-25.935	161
-43.351	-23.576	164
-44.295	-21.144	186
-45.192	-18.639	196
-46.039	-16.060	190
-46.831	-13.407	177
-47.565	-10.681	160
-48.239	-7.884	150
-48.849	-5.019	163
-49.393	-2.090	168
-49.867	0.898	147
-50.268	3.938	109
-50.595	7.024	104
-38.576	-29.046	165
-39.622	-26.854	174
-40.630	-24.598	164
-41.595	-22.277	177
-42.515	-19.889	193
-43.388	-17.435	205
-44.210	-14.913	197
-44.978	-12.323	181
-45.690	-9.669	142
-46.342	-6.950	137
-46.932	-4.171	161
-47.457	-1.335	165
-47.914	1.554	133
-48.300	4.488	94
-48.615	7.463	94
-36.877	-27.712	163
-37.900	-25.550	176
-38.884	-23.329	166
-39.825	-21.047	183
